gedung,lantai,ruang,kelompok,jumlah,watt,durasion,totalwatt,wattmonthly
WITEL,1,Ruang Satpam ,TV On,2,20,24,40,"19,200"
WITEL,1,Ruang Satpam ,Lampu ,5,12,10,60,"12,000"
WITEL,1,Gudang ,Lampu ,4,12,10,48,"9,600"
WITEL,1,Gudang ,CCTV ,1,12,24,12,"5,760"
WITEL,1,Gudang ,AC 1,1,800,24,800,"384,000"
WITEL,1,Gudang ,Switch ,1,24,24,24,"11,520"
WITEL,1,Gudang ,Toa,1,10,10,10,"2,000"
WITEL,1,Gudang ,Exhaust ,2,45,24,90,"43,200"
WITEL,1,Gudang ,Telephone ,1,5,24,5,"2,400"
WITEL,1,Gudang ,Router ,1,18,24,18,"8,640"
WITEL,1,Gudang ,Socket ,6,0,0,0,  - 
WITEL,1,Gudang ,Ventilasi ,1,0,0,0,  - 
WITEL,1,Gudang ,Kran Air ,1,0,0,0,  - 
WITEL,1,Parkir Motor Depan ,Lampu ,40,12,13,480,"124,800"
WITEL,1,Equalizing ,Lampu ,1,16,24,16,"7,680"
WITEL,1,Equalizing ,CCTV ,2,12,24,24,"11,520"
WITEL,1,Equalizing ,Kipas Angin ,1,75,10,75,"15,000"
WITEL,1,Equalizing ,Exhaust ,1,45,10,45,"9,000"
WITEL,1,Equalizing ,Socket ,6,0,0,0,  - 
WITEL,1,Equalizing ,Ventilasi ,1,0,0,0,  - 
WITEL,1,Pompa Air ,Pompa Air ,8,250,12,2000,"480,000"
WITEL,1,Pompa Air ,Lampu ,16,18,10,288,"57,600"
WITEL,1,Pompa Air ,CCTV ,2,12,24,24,"11,520"
WITEL,1,Pompa Air ,Exhaust ,2,45,10,90,"18,000"
WITEL,1,Pompa Air ,Socket ,4,0,0,0,  - 
WITEL,1,Pompa Air ,Ventilasi ,1,0,0,0,  - 
WITEL,1,Ruang workshop ,Lampu ,2,18,10,36,"7,200"
WITEL,1,Ruang workshop ,Kipas Angin ,1,45,10,45,"9,000"
WITEL,1,Ruang workshop ,AC 2,1,1800,10,1800,"360,000"
WITEL,1,Ruang workshop ,PC/Laptop ,1,65,10,65,"13,000"
WITEL,1,Ruang workshop ,Dispenser ,1,300,10,300,"60,000"
WITEL,1,Ruang workshop ,Socket ,6,0,0,0,  - 
WITEL,1,Ruang workshop ,Ventilasi ,1,0,0,0,  - 
WITEL,1,Pool KBM ,Printer ,2,500,10,1000,"200,000"
WITEL,1,Pool KBM ,Dispenser ,1,380,24,380,"182,400"
WITEL,1,Pool KBM ,Kulkas ,1,80,24,80,"38,400"
WITEL,1,Pool KBM ,Pemanas Air ,1,300,10,300,"60,000"
WITEL,1,Pool KBM ,TV On,1,20,24,20,"9,600"
WITEL,1,Pool KBM ,PC/Laptop ,2,65,24,130,"62,400"
WITEL,1,Pool KBM ,Lampu ,6,18,10,108,"21,600"
WITEL,1,Pool KBM ,CCTV ,1,12,24,12,"5,760"
WITEL,1,Pool KBM ,AC 2,2,1800,24,3600,"1,728,000"
WITEL,1,Pool KBM ,Vending Machine ,1,1800,24,1800,"864,000"
WITEL,1,Pool KBM ,Socket ,26,0,0,0,  - 
WITEL,1,Pool KBM ,Lampu ,10,18,10,180,"36,000"
WITEL,1,Pool KBM ,Exhaust ,2,170,24,340,"163,200"
WITEL,1,Pool KBM ,Equalizing ,2,4000,24,8000,"3,840,000"
WITEL,1,Pool KBM ,Socket ,2,0,0,0,  - 
WITEL,1,Pool KBM ,Ventilasi ,1,0,0,0,  - 
WITEL,1,Pool KBM ,Lampu ,1,100,12,100,"24,000"
WITEL,1,Lobby ,Aquarium ,1,5,24,5,4
WITEL,1,Lobby ,Vending Machine ,1,2300,24,2300,"1,656"
WITEL,1,Lobby ,TV Stand By ,1,145,10,145,29
WITEL,1,Lobby ,PC/Laptop ,1,65,10,65,13
WITEL,1,Lobby ,PC/Laptop ,1,65,10,65,13
WITEL,1,Lobby ,Socket,35,0,24,0,0
WITEL,1,SAS ,Printer,3,240,24,720,518
WITEL,1,SAS ,Dispenser,1,400,10,400,80
WITEL,1,SAS ,Kulkas,1,80,24,80,58
WITEL,1,SAS ,Lampu,2,5,24,10,7
WITEL,1,SAS ,Server ,1,850,24,850,612
WITEL,1,SAS ,AC 2 PK,2,1400,24,2800,"2,016"
WITEL,1,SAS ,AC 1 PK,2,840,24,1680,"1,210"
WITEL,1,SAS ,TV On ,5,55,24,275,198
WITEL,1,SAS ,PC/Laptop ,2,65,24,130,94
WITEL,1,SAS ,Telephone ,1,8,24,8,6
WITEL,1,SAS ,Socket,38,0,24,0,0
WITEL,1,DBS ,Printer,4,500,24,2000,"1,440"
WITEL,1,DBS ,Set Top Box,1,5,9,5,1
WITEL,1,DBS ,TV Stand By ,1,145,2,145,6
WITEL,1,DBS ,AC 1 PK,1,850,10,850,170
WITEL,1,DBS ,AC 2 PK,1,1800,10,1800,360
WITEL,1,DBS ,AC 2 PK,1,1800,10,1800,360
WITEL,1,DBS ,Lampu,1,6,24,6,4
WITEL,1,DBS ,TV Stand By ,1,12,24,12,9
WITEL,1,DBS ,Router ,3,18,24,54,39
WITEL,1,DBS ,Speaker ,1,55,24,55,40
WITEL,1,DBS ,Microphone ,2,15,2,30,1
WITEL,1,DBS ,Microphone ,1,15,2,15,1
WITEL,1,DBS ,PC/Laptop ,5,65,10,325,65
WITEL,1,DBS ,Mixer Audio ,1,21,24,21,15
WITEL,1,DBS ,Switch TP Link ,1,30,24,30,22
WITEL,1,DBS ,Microwave,1,800,0.67,800,11
WITEL,1,DBS ,Pemanas air ,1,600,0.67,600,8
WITEL,1,DBS ,Panci Electric ,1,600,0.67,600,8
WITEL,1,DBS ,Kulkas,1,110,24,110,79
WITEL,1,DBS ,Router ,1,18,24,18,13
WITEL,1,DBS ,Socket,45,0,24,0,0
WITEL,1,Pantry DBS,Lampu,5,6,24,30,22
WITEL,1,Pantry DBS,Exhaust,1,45,10,45,9
WITEL,1,Pantry DBS,Kipas Angin,1,50,10,50,10
WITEL,1,Pantry DBS,Kulkas,1,80,0,80,0
WITEL,1,Pantry DBS,Dispenser,1,350,24,350,252
WITEL,1,Pantry DBS,PC/Laptop ,2,65,10,130,26
WITEL,1,Pantry DBS,Router ,1,18,24,18,13
WITEL,1,Pantry DBS,Aquarium ,1,5,0,5,0
WITEL,1,Pantry DBS,Socket,18,0,24,0,0
WITEL,1,Ruang P3K,Lampu,5,6,24,30,22
WITEL,1,Ruang P3K,AC 2 PK,1,1300,10,1300,260
WITEL,1,Ruang P3K,Socket,2,0,24,0,0
WITEL,1,Ruang P2Tel,Lampu,2,8,24,16,12
WITEL,1,Ruang P2Tel,AC 2 PK,1,1800,24,1800,"1,296"
WITEL,1,Ruang P2Tel,Socket,3,0,24,0,0
WITEL,1,Indibizz,Proyektor ,1,203,24,203,146
WITEL,1,Indibizz,TV Stand By ,2,55,10,110,22
WITEL,1,Indibizz,Socket,14,0,24,0,0
WITEL,1,Toilet Pria,Lampu,4,8,24,32,23
WITEL,1,Toilet Pria,Lampu,27,16,24,432,311
WITEL,1,Toilet Pria,Exhaust,2,20,24,40,29
WITEL,1,Toilet Pria,Kran Air ,6,0,24,0,0
WITEL,1,Toilet Pria,Lampu,40,18,10,720,144
WITEL,1,Toilet wanita,Lampu,4,18,10,72,14
WITEL,1,Toilet wanita,Exhaust,2,20,24,40,29
WITEL,1,Toilet wanita,Socket,2,0,24,0,0
WITEL,1,Toilet wanita,Kran Air ,6,0,24,0,0
WITEL,1,Toilet Pria Smaping Lift,Lampu,4,18,10,72,14
WITEL,1,Toilet Pria Smaping Lift,Exhaust,1,45,24,45,32
WITEL,1,Toilet Pria Smaping Lift,Kran Air ,6,0,24,0,0
WITEL,1,Toilet Wanita Samping Lift,Lampu,2,18,10,36,7
WITEL,1,Toilet Wanita Samping Lift,Exhaust,1,45,24,45,32
WITEL,1,Toilet Wanita Samping Lift,Kran Air ,5,0,24,0,0
WITEL,2,Lobby ,PC/Laptop,1,65,9,65,11.7
WITEL,2,Lobby ,Lampu ,50,5,10,250,50
WITEL,2,Lobby ,Socket ,10,0,24,0,0
WITEL,2,DGM ,AC 2 PK ,1,1800,10,1800,360
WITEL,2,DGM ,Proyektor ,1,203,24,203,97.44
WITEL,2,DGM ,Kulkas,1,90,24,90,43.2
WITEL,2,DGM ,Lampu ,14,6,10,84,16.8
WITEL,2,DGM ,Socket ,6,0,24,0,0
WITEL,2,GM,Printer ,1,500,10,500,100
WITEL,2,GM,Dispenser ,1,485,10,485,97
WITEL,2,GM,TV Stand by ,1,135,2,135,5.4
WITEL,2,GM,AC 2 PK ,1,1524,10,1524,304.8
WITEL,2,GM,Keyboard Electric ,1,9,10,9,1.8
WITEL,2,GM,Modem ,1,18,24,18,8.64
WITEL,2,GM,Water Heater ,1,1200,10,1200,240
WITEL,2,GM,Lampu ,26,18,10,468,93.6
WITEL,2,GM,Socket ,10,-,24,#VALUE!,#VALUE!
WITEL,2,Ruang Rapat Kecil,TV Stand by ,1,135,2,135,5.4
WITEL,2,Ruang Rapat Kecil,AC 2 PK ,1,1700,10,1700,340
WITEL,2,Ruang Rapat Kecil,Lampu ,12,18,10,216,43.2
WITEL,2,Ruang Rapat Kecil,Socket ,8,-,24,#VALUE!,#VALUE!
WITEL,2,Ruang Tamu ,Aquarium ,1,30,24,30,14.4
WITEL,2,Ruang Tamu ,Lampu ,31,18,10,558,111.6
WITEL,2,Ruang Tamu ,Socket ,6,-,-,#VALUE!,#VALUE!
WITEL,2,Ruang Rapat Besar,Speaker ,4,600,10,2400,480
WITEL,2,Ruang Rapat Besar,Camera ,1,-,10,#VALUE!,#VALUE!
WITEL,2,Ruang Rapat Besar,Proyektor ,1,130,10,130,26
WITEL,2,Ruang Rapat Besar,PC/Laptop,1,65,10,65,13
WITEL,2,Ruang Rapat Besar,Lampu ,21,18,10,378,75.6
WITEL,2,Ruang Rapat Besar,Socket ,30,0,-,0,#VALUE!
WITEL,2,Ruang. Makan ,Dispenser ,1,400,10,400,80
WITEL,2,Ruang. Makan ,Kulkas,1,80,24,80,38.4
WITEL,2,Ruang. Makan ,Pemanas Air ,1,950,1,950,19
WITEL,2,Ruang. Makan ,Mesin Kopi ,1,800,4,800,64
WITEL,2,Ruang. Makan ,Kompor Listrik ,1,1000,10,1000,200
WITEL,2,Ruang. Makan ,Setrika ,1,1000,10,1000,200
WITEL,2,Ruang. Makan ,Microwave ,1,800,4,800,64
WITEL,2,Ruang. Makan ,Lampu ,25,18,9,450,81
WITEL,2,Ruang. Makan ,Socket ,6,0,-,0,#VALUE!
WITEL,2,Ruang Gen Y ,TV Stand by ,1,220,2,220,8.8
WITEL,2,Ruang Gen Y ,TV Stand by ,1,260,2,260,10.4
WITEL,2,Ruang Gen Y ,Telephone ,1,8,,8,0
WITEL,2,Ruang Gen Y ,PC/Laptop,1,65,10,65,13
WITEL,2,Ruang Gen Y ,PC/Laptop,1,200,2,200,8
WITEL,2,Ruang Gen Y ,Printer ,1,500,24,500,240
WITEL,2,Ruang Gen Y ,Printer ,2,500,10,1000,200
WITEL,2,Ruang Gen Y ,AC 1 PK ,2,700,10,1400,280
WITEL,2,Ruang Gen Y ,Router ,3,18,24,54,25.92
WITEL,2,Ruang Gen Y ,DVD Player ,1,240,10,240,48
WITEL,2,Ruang Gen Y ,Treadmill,2,2300,10,4600,920
WITEL,2,Ruang Gen Y ,Lampu ,22,18,9,396,71.28
WITEL,2,Ruang Gen Y ,Socket ,36,0,-,0,#VALUE!
WITEL,2,Pantry ,Lampu ,1,18,10,18,3.6
WITEL,2,Pantry ,Pemanas Air ,1,600,0.25,600,3
WITEL,2,Pantry ,Exhaust ,1,100,0,100,0
WITEL,2,Pantry ,Lampu ,1,18,10,18,3.6
WITEL,2,Pantry ,Kran Air ,1,1,24,1,0.48
WITEL,2,Pantry ,Socket ,6,0,24,0,0
WITEL,2,Koridor ,Lampu ,6,18,10,108,21.6
WITEL,2,Koridor ,Lampu ,1,18,9,18,3.24
WITEL,2,Koridor ,Lift ,0,2000,10,0,0
WITEL,2,Koridor ,CCTV ,2,9.6,24,19.2,9.216
WITEL,2,Koridor ,Socket ,2,0,24,0,0
WITEL,2,Kamar mandi pria,Lampu ,2,18,9,36,6.48
WITEL,2,Kamar mandi pria,Emergency Lamp ,2,18,0,36,0
WITEL,2,Kamar mandi pria,Exhaust ,2,20,10,40,8
WITEL,2,Kamar mandi wanita ,Lampu ,1,18,9,18,3.24
WITEL,2,Kamar mandi wanita ,Lampu ,4,18,10,72,14.4
WITEL,2,Kamar mandi wanita ,Exhaust ,2,20,10,40,8
OPMC,2,War Room ,Printer ,2,500,10,1000,200
OPMC,2,War Room ,Dispenser ,1,400,10,400,80
OPMC,2,War Room ,TV Stand by ,1,135,2,135,5.4
OPMC,2,War Room ,Kulkas ,1,60,24,60,28.8
OPMC,2,War Room ,Microwave ,1,800,24,800,384
OPMC,2,War Room ,AC 2 PK ,1,1200,10,1200,240
OPMC,2,War Room ,Penghancur Kertas ,1,460,2,460,18.4
OPMC,2,War Room ,Lampu ,12,18,10,216,43.2
OPMC,2,War Room ,Socket ,45,0,24,0,0
OPMC,2,Ruang Fosikatel,Socket ,8,0,-,0,#VALUE!
OPMC,2,Ruang Fosikatel,Kulkas ,1,80,24,80,38.4
OPMC,2,Ruang Fosikatel,Lampu ,4,18,10,72,14.4
OPMC,2,Ruang WAN ,AC 2 PK ,4,1800,9,7200,1296
OPMC,2,Ruang WAN ,TV Stand by ,1,216,2,216,8.64
OPMC,2,Ruang WAN ,Dispenser ,2,485,9,970,174.6
OPMC,2,Ruang WAN ,Kulkas ,2,110,24,220,105.6
OPMC,2,Ruang WAN ,PC/Laptop,8,65,9,520,93.6
OPMC,2,Ruang WAN ,PC/Laptop,4,300,10,1200,240
OPMC,2,Ruang WAN ,Rice Cooker ,1,400,5,400,40
OPMC,2,Ruang WAN ,Set Top Box ,1,5,9,5,0.9
OPMC,2,Ruang WAN ,Printer ,2,500,10,1000,200
OPMC,2,Ruang WAN ,Lampu ,30,18,10,540,108
OPMC,2,Ruang WAN ,Socket ,13,0,24,0,0
OPMC,2,Ruang Business Service,TV Stand by ,1,216,2,216,8.64
OPMC,2,Ruang Business Service,AC 2 PK ,2,1800,9,3600,648
OPMC,2,Ruang Business Service,AC 1 PK ,1,850,9,850,153
OPMC,2,Ruang Business Service,Lampu ,2,18,9,36,6.48
OPMC,2,Ruang Business Service,Socket ,68,0,24,0,0
OPMC,2,Ruang Pantry belakang opmc,Lampu ,2,18,1,36,0.72
OPMC,2,Ruang Pantry belakang opmc,Kipas Angin ,1,35,5,35,3.5
OPMC,2,Ruang Pantry belakang opmc,Kran Air ,1,0,24,0,0
OPMC,2,Ruang Pantry belakang opmc,PC/Laptop,1,65,9,65,11.7
OPMC,2,Ruang Pantry belakang opmc,Pemanas Air ,1,600,15,600,180
OPMC,2,Ruang Pantry belakang opmc,Socket ,4,0,24,0,0
OPMC,2,Ruang Gudang WAN,Lampu ,1,20,10,20,4
OPMC,2,Ruang Gudang WAN,PC/Laptop,2,65,9,130,23.4
OPMC,2,Ruang Gudang WAN,Exhaust ,1,20,10,20,4
OPMC,2,Ruang Gudang WAN,Kipas Angin ,1,35,5,35,3.5
OPMC,2,Ruang Gudang WAN,Socket ,13,0,24,0,0
WITEL,3,Digi Lab,Sound System ,1,600,9,600,108
WITEL,3,Digi Lab,TV Stand by,1,55,9,55,9.9
WITEL,3,Toilet Pria ,Lampu ,6,10,10,60,12
WITEL,3,Toilet Pria ,PC/Laptop ,2,65,9,130,23.4
WITEL,3,Toilet Pria ,PC/Laptop ,1,65,12,65,15.6
WITEL,3,Toilet Pria ,Socket,26,0,24,0,0
WITEL,3,Ruang CC,PC/Laptop ,4,65,9,260,46.8
WITEL,3,Ruang CC,Printer,1,300,9,300,54
WITEL,3,Ruang CC,Kulkas ,1,80,9,80,14.4
WITEL,3,Ruang CC,Pemanas Air ,1,350,9,350,63
WITEL,3,Ruang CC,Kipas Angin ,1,50,9,50,9
WITEL,3,Ruang CC,Modem ,5,18,24,90,64.8
WITEL,3,Ruang CC,Telephone ,7,3,24,21,15.12
WITEL,3,Ruang CC,Mini Rack Server ,1,240,24,240,172.8
WITEL,3,Toilet Wanita,Lampu ,4,10,10,40,8
WITEL,3,Toilet Wanita,Socket,81,0,24,0,0
WITEL,3,HR,TV Stand by,1,150,9,150,27
WITEL,3,HR,Kulkas ,1,80,24,80,57.6
WITEL,3,HR,Dispenser,2,350,9,700,126
WITEL,3,HR,Printer,2,220,9,440,79.2
WITEL,3,HR,Lampu ,12,18,9,216,38.88
WITEL,3,HR,Socket,18,0,24,0,0
WITEL,3,HR,Ventilasi ,1,0,0,0,0
WITEL,3,Manager CC,Kulkas ,1,80,24,80,57.6
WITEL,3,Manager CC,Modem ,1,18,24,18,12.96
WITEL,3,Manager CC,TV Stand by,1,150,9,150,27
WITEL,3,Manager CC,Lampu ,17,18,10,306,61.2
WITEL,3,Manager CC,Socket,10,0,24,0,0
WITEL,3,Rapat CC,Kulkas ,1,80,24,80,57.6
WITEL,3,Rapat CC,Modem ,1,18,24,18,12.96
WITEL,3,Rapat CC,Lampu ,14,18,9,252,45.36
WITEL,3,Rapat CC,Socket,26,0,24,0,0
WITEL,3,Rapat HR ,Proyektor,1,180,9,180,32.4
WITEL,3,Rapat HR ,TV Stand by,1,150,9,150,27
WITEL,3,Rapat HR ,Lampu ,2,18,9,36,6.48
WITEL,3,Rapat HR ,Socket,6,0,24,0,0
WITEL,3,Rapat HR ,Lampu ,8,18,9,144,25.92
WITEL,3,Rapat HR ,Kran Air ,10,0,0,0,0
WITEL,3,Rapat HR ,Exhaust ,1,45,10,45,9
WITEL,3,Rapat HR ,Lampu ,14,18,9,252,45.36
WITEL,3,Rapat HR ,Kran Air ,3,0,0,0,0
WITEL,3,Rapat HR ,Exhaust ,1,45,10,45,9
WITEL,3,Rapat HR ,Socket,2,0,24,0,0
WITEL,3,Rapat HR ,Emergency Lamp ,1,18,0,18,0
WITEL,3,Rapat HR ,Lampu ,90,18,10,1620,324
WITEL,3,Rapat HR ,Lift ,0,2000,10,0,0
WITEL,3,Rapat HR ,CCTV,2,9.6,24,19.2,13.824
WITEL,3,Rapat HR ,Socket ,0,0,24,0,0
OPMC,3,Masjid ,Jam Digital ,1,40,24,40,28.8
OPMC,3,Masjid ,Lampu ,30,18,0,540,0
OPMC,3,Masjid ,Lampu ,2,18,10,36,7.2
OPMC,3,Masjid ,AC 2 PK ,4,1800,10,7200,1440
OPMC,3,Masjid ,Showcase ,1,220,0,220,0
OPMC,3,Masjid ,Proyektor,1,130,0,130,0
OPMC,3,Masjid ,Socket,14,0,24,0,0
OPMC,3,Masjid ,Ventilasi ,2,0,0,0,0
OPMC,3,DKM ,Sound System ,1,600,10,600,120
OPMC,3,Tempat wudhu Pria,Lampu ,2,18,10,36,7.2
OPMC,3,Tempat wudhu Pria,Socket,4,0,24,0,0
OPMC,3,Tempat wudhu Pria,Lampu ,2,18,10,36,7.2
OPMC,3,Tempat wudhu Pria,Kran Air ,12,0,10,0,0
OPMC,3,Koridor Witel OPMC,Lampu ,12,20,24,240,172.8
OPMC,3,Koridor Witel OPMC,Kran Air ,3,0,10,0,0
WITEL,4,Ruang Arnet,TV Stand by ,2,150,10,300,60
WITEL,4,Ruang Arnet,PC/Laptop ,6,65,10,390,78
WITEL,4,Ruang Arnet,Printer ,2,300,10,600,120
WITEL,4,Ruang Arnet,Dispenser ,1,180,10,180,36
WITEL,4,Ruang Arnet,Kulkas ,1,80,24,80,58
WITEL,4,Ruang Arnet,Modem ,4,18,24,72,52
WITEL,4,Ruang Arnet,Lampu ,6,10,10,60,12
WITEL,4,Ruang Arnet,Socket ,59,0,24,0,0
WITEL,4,Ruang Arnet,Ventilasi,1,0,0,0,0
WITEL,4,Ruang HR,TV Stand by ,1,80,10,80,16
WITEL,4,Ruang HR,TV Stand by ,1,150,10,150,30
WITEL,4,Ruang HR,Set Top Box ,2,5,10,10,2
WITEL,4,Ruang HR,PC/Laptop ,2,65,10,130,26
WITEL,4,Ruang HR,Kulkas ,1,80,24,80,58
WITEL,4,Ruang HR,Printer ,2,300,10,600,120
